Place,timestamp,Murder,Robbery,wheeler theft,Assault,Kidnap,Latitude,Longitude
"22nd Cross, Jayanagara 6th Block Bangalore",04-03-2020 21:00,0,0,0,1,0,"12°55'10.75""N","77°34'26.57""E"
"Near Anjaneya Temple,
A.K Colony, K.R Road,
Banashankari 2nd Stage,
Bengaluru City,",01-03-2020 22:35,0,0,0,1,0,"12°55'45.40""N","77°34'25.14""E"
"NO-164/D, 1ST FLOOR,
K R ROAD, TA Shilk
Form, Bengaluru City,",07-03-2020 18:00,0,0,0,1,0,"12°56'9.55""N","77°34'28.85""E"
"Banshankari 2nd stage
Near Post office, Bengaluru
City, Karnak",07-03-2020 19:05,0,0,0,1,0,"12°55'41.94""N","77°33'51.82""E"
"No, 2685, 17th D Cross,,
Near B.B.M.P Swimming
Pul BSK 2nd Stage,
Bengaluru City,",01-03-2020 15:25,0,0,0,1,0,"12°55'40.70""N","77°34'11.52""E"
"10TH CROSS ANANDA
TIMBER ROAD, NEAR
AYYAPPA TEMPLE,
,CAUVERY NAGAR,
BANASHANKRI 2ND
STAGE,, Bengaluru City,",28-02-2020 14:25,0,0,0,1,0,"12°55'10.79""N","77°34'25.18""E"
"No 2241, 23rd cross,
Banshankari 2nd stage,
Bengaluru City,",07-03-2020 13:35,0,0,0,1,0,"12°55'26.11""N","77°34'16.67""E"
"No. 2241, 23rd Cross,
Banshankari 2nd stage,
Bengaluru City,",01-03-2020 20:45,0,0,0,1,0,"12°55'26.11""N","77°34'16.67""E"
"Near Shalini Hotel
Padhmanabhanaga,
Banshankari 2nd stage,
Bengaluru City,",28-02-2020 19:05,0,0,0,1,0,"12°54'56.05""N","77°33'24.38""E"
"No-58, 2nd Cross,
Ambedkar Nagar,
Banashanakri 2nd Stage,
Bengaluru City,",28-02-2020 21:15,0,0,0,1,0,"12°55'11.17""N",77°34'14.98
"Near Karesandra
maeedi, Karesandra,
Banashankari 2nd Stage,
Bengaluru City,",04-03-2020 14:30,0,0,0,1,0,"12°55'18.20""N",77°34'24.78
"Karesandra Maseed,
Banshankari 2nd Stage,
Bengaluru City,",28-02-2020 23:50,0,0,0,1,0,"12°55'18.20""N",77°34'24.78
"Kanakapur Main, Near
Hunsemar, Kaveeri Nagar,
BSK 2nd Stage, Bengaluru
City,",01-03-2020 15:30,0,0,0,1,0,"12°55'10.75""N","77°34'26.57""E"
"Near Megana Shalini
appartment
Maheshwarammemple,
Road Subaramanayapura
main Raod, Bengaluru City,",07-03-2020 21:05,0,0,0,1,0,"12°55'1.60""N","77°33'45.66""E"
"8th Main, 22nd Cross,
Junction,, BSK 2nd Stsge,
Bengaluru City,",01-03-2020 17:20,0,0,0,1,0,"77°34'19.68""E","77°34'25.60""E"
"NO, 44/42, 11th Main,
17th Cross, Padmanabha
Nagar, BSK 2nd Stage,
Bengaluru City,",07-03-2020 16:15,0,0,0,1,0,"12°54'56.05""N",77°33'24.38
"Near Raghavendra
Temple, BSK 2nd Stage,
Bengaluru City,",05-03-2020 13:15,0,0,0,1,0,"12°55'36.30""N",77°33'48.98
"100 fit Ring Road,
Kadirenhalli, BSK 2nd Stag,
Bengaluru City,",05-03-2020 18:45,0,0,0,1,0,"12°55'10.22""N","77°33'47.85""E"
"Infront Krishna Grand
Hotel Monotype, BSK 2ND
STAGE, Bengaluru City,",28-02-2020 19:30,0,0,0,1,0,12.87974,77.50031
"Near Kutty Stand,
Ambedkar Nagar, 2 Stang,
Banshanakrai, Bengaluru
City",03-03-2020 22:50,0,0,0,1,0,"12°55'3.12""N","77°34'24.16""E"
"Near Ambdkar Nagar,, 2
Stage, Banashankari,
Bengaluru City,",05-03-2020 10:00,0,0,0,1,0,"12°55'5.33""N","77°34'19.83""E"
"NO 29/10, 14A CROSS, 2ND A MAIN ROAD,
BANASHANKARI 2ND
STAGE,, Bengaluru City,",28-02-2020 14:15,0,0,0,1,0,12.92957,77.57276
"#NA, Near Uday
Cering, Brigade M.M road,
Yadiyuru, Jayanagara 6th
block, Bengaluru City,",03-03-2020 13:40,0,0,0,1,0,12.91851,77.58122
"#NA,Near Banashankari
Fire stion, Banashankari
2nd stage, Bengaluru City,",01-03-2020 14:30,0,0,0,1,0,12.87974,77.50031
"Pootph, Near BBMP
Hospital, Yediyur, 7 Block,
Jayanagar, Bengaluru City,",28-02-2020 15:40,0,0,0,1,0,"12°55'38.80""N","77°34'36.95""E"
"Banashankari Barial
Ground, 2 Stage,
Banashankari, Bengaluru
City,",28-02-2020 01:00,0,0,0,1,0,"12°55'5.33""N","77°34'19.83""E"
"#NA, Near Smt Jalli
store, 3rd cross, Yarab
nagara, BSK 2nd stage,
Bengaluru City,",28-02-2020 20:00,0,0,0,1,0,12.89066,77.575524
"Kala Kutera Chikkakalasandra Ground, , Bengaluru City, Karnaka,",03-03-2020 23:10,0,0,0,1,0,"12°55'3.12""N","77°34'24.16""E"
"Kaverinagar 3rd Cross
Bande Hall, Banashnakari
2nd stage, Bengaluru City,",01-03-2020 16:20,0,0,0,1,0,"12°55'3.12""N","77°34'24.16""E"
"Near Kadirenahalli Park,
2nd Stage, Banashankari,
Bengaluru City,",03-03-2020 00:15,0,0,0,1,0,"12°55'4.22""N","77°33'51.21""E"
"Subramanyapur Main
Road Near 4th Main,
Banashankari 2nd stage,
Bengaluru City,",05-03-2020 19:30,0,0,0,1,0,"12°55'3.12""N","77°34'24.16""E"
"Near Banashankari bus
stand, Kanakapura main
road, BSK 2nd stage,
Bengaluru City,",05-03-2020 22:20,0,0,0,1,0,13.01965,77.60673
"No. 441/601 4th main
4th Cross, Shrinagar,
Bengaluru City,",28-02-2020 21:45,0,0,0,1,0,,
"Near kadirenahalli
Bridge Under pass, 2nd
Stage, Banashankari,
Bengaluru City,",04-03-2020 09:00,0,0,0,1,0,"12°55'4.22""N","77°33'51.21""E"
"Kaverinagar 3rd Cross
Bande Halla Banashnakari
2nd stage, Bengaluru City,",01-03-2020 16:40,0,0,0,1,0,"12°55'10.75""N","77°34'26.57""E"
"Near Bhaskar Hotel,
Kaveri Nagar, BSK2nd
stage, Bengaluru City,",28-02-2020 08:00,0,0,0,1,0,"12°55'10.75""N","77°34'26.57""E"
J.C. Colony Lalbhagh Siddapura Jayanagar 1st Block Bengaluru.,03-03-2020 20:05,0,0,0,1,0,12.944814,77.587996
Psychiric Ward Nimhans Hospital Hosur Main Road Bengaluru.,01-03-2020 15:15,0,0,0,1,0,12.942789,77.596405
Near Alfa Hotel Someshwara Nagar Jayanagar 1st Block Bengaluru.,07-03-2020 13:00,0,0,0,1,0,12.946042,77.593699
"No 18, 3rd cross 1st Main Byrasandra Jayanagar 1st Block Bengaluru.",01-03-2020 01:45,0,0,0,1,0,12.93481,77.591525
Near ABCD Park Jayanagar 1st Block Bengaluru.,03-03-2020 13:00,0,0,0,1,0,12.945283,77.58671
Nimhans Hospital Bengaluru.,05-03-2020 20:00,0,0,0,1,0,12.942789,77.596405
"No 65, 8th main 5th cross Byrasandra Jayanagar 1st Block Bengaluru.",03-03-2020 16:10,0,0,0,1,0,12.934073,77.592244
Dayananda Slum Borgalli Siddapura Jayanagar 1st Block Bengaluru.,04-03-2020 13:40,0,0,0,1,0,12.944485,77.591988
Near Aralikte Lalbhagh Siddapura Jayanagar 1st Block Bengaluru.,04-03-2020 19:05,0,0,0,1,0,12.945602,77.588022
Infront of Axis m K.M.Colony Siddapura Jayanagar 1st Block Bengaluru.,05-03-2020 19:30,0,0,0,1,0,12.946595,77.59197
"No 282, 4th main J.C.Colony Siddpaura Jayanagar 1st Block Bengaluru.",05-03-2020 13:15,0,0,0,1,0,12.944814,77.587996
Near Venkesha Nursery J.C.Colony Siddpaura Jayanagar 1st Block Bengaluru.,28-02-2020 15:50,0,0,0,1,0,12.944814,77.587996
Near Mayya Hospital T.Mariyappa Road Jayanagar 1st Block Bengaluru.,07-03-2020 17:00,0,0,0,1,0,12.942707,77.585262
"No 26, Gundappa Layout Byrasandra Jayanagar 1st Block Bengaluru.",01-03-2020 16:20,0,0,0,1,0,12.935847,77.593125
Dayananda Slum Near Flag Siddapura Jayanagar 1st Block Bengaluru.,28-02-2020 00:00,0,0,0,1,0,12.944265,77.593685
Wambe Qtrs Lalbhagh Siddapura Jayanagar 1st Block Bengaluru.,04-03-2020 19:05,0,0,0,1,0,12.945058,77.591578
"No 27, 4th cross, 5th main K.M.Colony 1st Block Jayanagar Bengaluru.",04-03-2020 23:05,0,0,0,1,0,12.9446676,77.592128
Inside of Vijaya College R.V.Road 2nd Block Jayanagar Bengaluru. Bengaluru.,28-02-2020 14:15,0,0,0,1,0,12.941015,77.580237
"6th cross, Guttepalya 1st Block Jayanagar Bengaluru.",28-02-2020 22:10,0,0,0,1,0,12.9446676,77.592128
Near Relance Digital Office Jayanagar 2nd Block Bengaluru.,07-03-2020 12:50,0,0,0,1,0,12.938585,77.58509
"No 1, 4th cross, V.R.Nagar 1st Block Jayanagar Bengaluru.",07-03-2020 18:00,0,0,0,1,0,12.946428,77.591183
Near Lalbhagh Dubble Road Ge 1st Block Jayanagar Bengaluru.,03-03-2020 23:40,0,0,0,1,0,12.951431,77.590558
Wambe Qtrs Siddapura 1st Block Jayanagar Bengaluru.,28-02-2020 20:00,0,0,0,1,0,12.945058,77.591578
Arekempanahalli Someshwara Nagar 1st Block Jayanagar Bengaluru.,04-03-2020 19:05,0,0,0,1,0,12.946042,77.593699
"No 145, 5th cross, Someshwaranagar 1st Block Jayanagar Bengaluru.",01-03-2020 12:00,0,0,0,1,0,12.942008,77.593672
Near Indira Canteen Byrasandra 1st Block Jayanagar Bengaluru.,28-02-2020 14:10,0,0,0,1,0,12.936049,77.592597
Near Public Toilet Lakkasandra Bus stop Bengaluru.,06-03-2020 11:30,0,0,0,1,0,12.943814,77.59715
KONANAKUNTE TRAFIIC SINGLE NEAR GUBBALALA KANAKAPURA MAIN GE BANGLORE,07-03-2020 00:35,0,0,0,1,0,12.89062558,77.56405571
"NO 36/A, ANNAPOOR MEDICAL AND GENERAL STORE JSS SCHOOL ROAD GANAPIPURA BANGLORE",01-03-2020 22:30,0,0,0,1,0,12.89117067,77.5699034
REAL ESTEE OFFICE NAGARAJA CANARA BANK ROAD KONANAKUNTE CROSS BANGLORE 62,05-03-2020 14:00,0,0,0,1,0,12.88290759,77.56690606
5TH B CROSS OM NEAR SHAKTI TEPMLE HANUMAGIRI NAGARA CHIKLASANDRA BANGLORE,03-03-2020 20:40,0,0,0,1,0,12.917986,77.553778
NO 496. 9TH MAIN ROAD 3RD CROSS SRINIDI LAYOUT KONANAKUNTE BANGLORE,06-03-2020 11:30,0,0,0,1,0,12.90759817,77.53481056
GOVT SCHOOL FRONT VENKTESHWARA IAYANAGARA BEKARI CHIKLLASANDRA BANGLORE,04-03-2020 08:00,0,0,0,1,0,12.91273921,77.54878858
NO 59/5. 1ST MAIN ROAD 2ND CROSS GOWRAVANAGARA JP NAGARA 7TH STAGE BANGLORE,28-02-2020 08:40,0,0,0,1,0,12.90944142,77.55721452
GOWDANAPALLY NEAR SRINIVASA THETRE BANGLORE,07-03-2020 19:05,0,0,0,1,0,12.90913455,77.55325268
GOWDANAPALLY BANGLORE,04-03-2020 21:00,0,0,0,1,0,12.90862205,77.55531561
"NO NIL, NEAR YALLAMMA TEMPLE CHUNCHAGHTA VILLAGE BANGLORE",04-03-2020 09:00,0,0,0,1,0,12.88867402,77.57312221
,28-02-2020 14:25,0,0,0,1,0,12.88867402,77.57312221
,04-03-2020 19:05,0,0,0,1,0,12.9046755,77.53001756
RADHAKRISHAN ROAD GANAPI PURA BANGLORE,28-02-2020 22:10,0,0,0,1,0,12.89572496,77.5719447
1ST CROSS RBI LAYOUT JP NAGARA 7TH STAGE BANGLORE,01-03-2020 20:45,0,0,0,1,0,12.88812763,77.58114661
NICE ROAD VADDARAPALLY BANGLORE -61,01-03-2020 12:05,0,0,0,1,0,12.91134545,77.53812371
NO YAKSHI BRMALINGESWARA CANDIMENTS 10TH CROSS BRITE WAYS SCHOOL RAOD GOWDANAPALLY BANGLORE,05-03-2020 21:00,0,0,0,1,0,12.89246857,77.57540769
"NO AREHALLIARCH NEAR, UTTARAHALLI BANGLORE -61",05-03-2020 19:10,0,0,0,1,0,12.91102435,77.53917778
SAMASTH HOSPITAL FRONT 2ND CROSS YADALAMANAGARA UTTARAHALLI BANGLORE,01-03-2020 18:35,0,0,0,1,0,12.89900112,77.544042
AUTO STAND UTTARAHALLI NEAR UTTRAHALLI BANGLORE,28-02-2020 01:00,0,0,0,1,0,12.90827601,77.55022679
NO BALAJI WINS NEAR AREHALLI ARCH KEMGERI MAIN ROAD AREHALLI UTTARAHALLI BANGLORE,05-03-2020 19:30,0,0,0,1,0,12.91422266,77.53929427
"VASANTHPURA BUS STOP NEAR, SAGARALENDS APPERTMENT SRI MARUTHI LAYOUT BANGLORE",06-03-2020 15:20,0,0,0,1,0,12.8997408,77.54951691
"NO 5TH MAIN , RAINBO TAILER SHOP BIHIND APPAYASWAMY LAYOUT BANGLORE",07-03-2020 16:00,0,0,0,1,0,12.91739661,77.54533797
1ST CROSS 1ST MAIN SARVABOUMANAGARA CHIKLASANDARA BANGLORE,01-03-2020 00:55,0,0,0,1,0,12.91022894,77.5481594
NO BHCS LAYOUT UTTARAHALLI BANGLORE,01-03-2020 20:45,0,0,0,1,0,12.90471042,77.54488816
NO 198.1STMAIN NEAR GANESH TEMPLE CHIKKA GOWDANAPALLY BANGLORE,05-03-2020 22:00,0,0,0,1,0,12.90988782,77.55763608
AA COLLECTION PADUSH MANDIRA ROAD PP LAYOUT BANGLORE,05-03-2020 23:00,0,0,0,1,0,12.9057223,77.53558126
9TH CROSS 10 TH MAIN NEAR FINANCE RK LAYOUT PADMANABHANAGARA BANGLORE,06-03-2020 17:25,0,0,0,1,0,12.88520621,77.56866459
IN FRONT OF BRAMINS COFFEE KTE UTTARAHALLI MAIN ROAD BANGLORE,03-03-2020 00:15,0,0,0,1,0,12.904425,77.528388
IN FRONT DK CHIKEN CENTRE NEAR DEASAYI GARDON KONANKUNTE CROSS BANGLORE,04-03-2020 22:00,0,0,0,1,0,12.89062558,77.56405571
"NO NIL, KR HOSPITAL 5TH CROSS SAMUDRA LAYOUT BALAJI NAGARA UTTARAHALI MAIN ROAD BANGLORE",05-03-2020 19:45,0,0,0,1,0,12.9144943,77.55021425
INSIDE OF GYM ROAYAL BAR AND RESORENT BISIDE ROTI GUR DABHA PP LAYOUT UTTARAHALLI BANGLORE,03-03-2020 16:00,0,0,0,1,0,12.9057223,77.53558126
AREHALLI ARCH KENERI MAIN ROAD UTTARAHALLI BANGLORE,07-03-2020 19:55,0,0,0,1,0,,
"Near Ramanna Vhar Anjaneya Temple Road, Gubbalala, Bengalore",06-03-2020 13:45,0,0,0,1,0,12.885536,77.542507
"Ashvhrams House, Vajramuneshvar Temple Road, Talaghtapura, Bangalore.",7/3/2020 17.28,0,0,0,1,0,12.870927,77.536764
"Jtigara village, Kodipalya Post, Kengeri Hobli, Bangalore.",01-03-2020 15:25,0,0,0,1,0,12.891626,77.496854
"Near Shell petrol Bunk, kanakapura Main Road, Talaghtapura, Bangalore.",01-03-2020 16:40,0,0,0,1,0,12.862772,77.531239
"Manjushree Bar, 100 Feet Road, Ganigarapalya, Bangalore.",03-03-2020 16:00,0,0,0,1,0,12.876155,77.53255
"Kendriya Nagar, Ganigarapalya, Bangalore.",03-03-2020 17:50,0,0,0,1,0,12.872936,77.528647
"Near Vajarahalli, Kanakapura Main Road, Bangalore.",06-03-2020 20:45,0,0,0,1,0,12.874927,77.542694
"Kanakapura main Road, Talaghtapura, Bangalore.",28-02-2020 13:00,0,0,0,1,0,12.870315,77.5375
"Near Nurullah Sound System, Avalahalli Village, Anjanapura Post, Bangalore.",01-03-2020 17:30,0,0,0,1,0,12.872491,77560741
"Near Big Masjid Avalahalli, Bangalore.",07-03-2020 12:20,0,0,0,1,0,12.872491,77560741
"PG 2n Cross, Manjunh Nagar, Raghuvanahalli, Bangalore.",03-03-2020 00:15,0,0,0,1,0,12.876095,77.546538
"Near RV college, 100 Feet Road, BSK 6th Stage, Bangalore.",04-03-2020 21:00,0,0,0,1,0,12.879245,77.512528
"No.110, 4th cross, JHBC Layout, gubbalal, Bangalore.",01-03-2020 18:25,0,0,0,1,0,12.891048,77.542411
"Near Somapura Market, Near Shanimahman Temple, Subramanyapura Main Road, Gubballa Bangalore.",06-03-2020 10:10,0,0,0,1,0,12.88374,77.501315
"No.404, Nityanand Nilay, 9th Cross, 11th Main, 5th ""G"" Block, Anjanapura layout, Lalbahaddur Shastri Nagar, Bangalore.",06-03-2020 11:40,0,0,0,1,0,12.856318,77.559623
"No,.13, Bhuvandeshvari Nagar, Subrumanyapura Post Bangalore.",28-02-2020 19:50,0,0,0,1,0,12.895099,77.542102
"Kido Enterprises, Nagegowdanpalya, Talghtapura, Bangalore.",03-03-2020 20:05,0,0,0,1,0,12.869881,77.525669
"Rajannas Land, Near Rachanamadu, Bangalore.",01-03-2020 22:20,0,0,0,1,0,12.868478,77.521805
"Front Of RK Enterprises Front O Marikamaba Temple, Ganigarapalya 100 Feet Road, Bangalore.",04-03-2020 08:30,0,0,0,1,0,12.877804,77.533739
"Mudroad, Pipeline Road, Bsk 6th Stage, 4""T""Block, Bangalore.",07-03-2020 12:10,0,0,0,1,0,12.863084,77.526325
"Sri Sai Juice & candiments, 80 Feet Road, Gubbala, Banglore",01-03-2020 18:25,0,0,0,1,0,12.880893,77.543751
"Bovi colony , 2n d Cross, Ganigarapalya, Bangalore.",04-03-2020 21:00,0,0,0,1,0,12.874507,77.529564
"Capital Club, 80 Feet Road Anjanapura Bangalore.",28-02-2020 19:00,0,0,0,1,0,12.853218,77.553667
"BSK 6th Stage, 5th block, BDA Layout, Bangalore.",01-03-2020 22:30,0,0,0,1,0,12.881532,77.511282
"Near Hosahalli Temple, 100 feet Road, Banglore.",03-03-2020 04:10,0,0,0,1,0,12.877385,77.534077
"Swadeshi Family reort Kanakapura Main Road, Bangalore.",07-03-2020 00:35,0,0,0,1,0,12.867237,77.535278
"No.09, 1st Cross, Near Wer Tank, ""H"" Gollahalli, Bangalore.",06-03-2020 13:45,0,0,0,1,0,12.878813,77.482329
"No.36, VG Pannerudas, & Compony, Property, KRB Road Anjanapura, Bangalore.",05-03-2020 13:30,0,0,0,1,0,12.85092,77.557048
"Near Panchami Kandi Manthri, Raghuvanahalli,Anajanapura, Bangalore.",03-03-2020 04:10,0,0,0,1,0,12.880754,77.549448
"Nandi Sheldar Apportment, Jayanagara Housing Bord Socity Thurahalli, Gubbalala, Bangalore.",01-03-2020 14:20,0,0,0,1,0,12.895797,77.536992
"Near Nice Road , Rushabavi Nagara, 6 th stage, 4 th B block, Bangalore.",03-03-2020 17:50,0,0,0,1,0,12.865399,77.520688
"Near Nagegowdanapalya, B.D.A Layout, Near Nice road, Bangalore.",07-03-2020 13:00,0,0,0,1,0,12.865652,77.516896
"No.13/14,7th cross ,beereshwara nagar ,rbi lay out bangalore",28-02-2020 19:50,0,0,0,1,0,12.881457,77.573157
"80 feet road ,vaishali bar ,kembh halli road bangalore",28-02-2020 15:40,0,0,0,1,0,12.85708,77.577065
"1 main ,muneshwarappa layout ,jaraganahalli jp nagar bangalore",28-02-2020 10:15,0,0,0,1,0,12.899251,77.576456
"5th cross,near govt rion depo,kothanur dinne,bangalore",05-03-2020 13:15,0,0,0,1,0,12.88967,77.571871
"Near govt school,jambusavari dinne,bangalore",03-01-2020 16:30,0,0,0,1,0,12.871945,77.57484
"opp HP gas,kembh halli main road bangalore",03-03-2020 23:10,0,0,0,1,0,12.855507,77.587458
"No.1335 6th G cross anajneya street,chunchaghta main road ganaphipura bangalore",05-03-2020 18:45,0,0,0,1,0,12.888075,77.570911
"No.7/1,9th main 14 th cross,kothanur main road ,shreenidhi layout bangalore",01-03-2020 22:30,0,0,0,1,0,12.88245,77.575277
"Near Brookes heaven layout,royal county ,80 feet road jp nagr 8 th phase bangalore",28-02-2020 22:30,0,0,0,1,0,12.871945,77.57484
konanakunte amruth nagar main road bangalore-62,28-02-2020 15:50,0,0,0,1,0,12.881966,77.566281
"12 Th cross weavers calony near maramma temple ,gottigere bangalore",06-03-2020 11:40,0,0,0,1,0,12.84856,77.58442
"Hunchin mane bar and resturent,near bk circle jambusavari dinne bangalore",01-03-2020 17:30,0,0,0,1,0,12.870638,77.583264
"No.199,sri veebhadra swamy nilaya doddakallasandra,kanakapura main road bangalore",04-03-2020 09:00,0,0,0,1,0,12.881012,77.57636
"No.526,banashankari steel,chunchaghta main road ,chunchaghta circle bangalore",28-02-2020 08:40,0,0,0,1,0,12.88967,77.571871
"Narayan nagar double road ,bangalore",28-02-2020 11:55,0,0,0,1,0,12.878993,77.557886
"Kokonet garden near ,kteramma lyout bangalore",07-03-2020 14:50,0,0,0,1,0,12.880183,77.567401
"Yelachenahalli metro stastion, kanakapur main road ,bangalore",07-03-2020 03:50,0,0,0,1,0,12.896392,77.570185
"Near petrol bunk ,yelachenahalli ,kanakapura main road ,bangalore",04-03-2020 23:05,0,0,0,1,0,12.89639,77.570185
"No.78,siddalingappa farm ,muneshwara extension ,pillaganahalli,bangalore",04-03-2020 19:05,0,0,0,1,0,12.840624,77.580569
"Near sudha shree bar and resturent, chunchaghta main road bangalore",01-03-2020 16:05,0,0,0,1,0,12.88818,77.570987
"from pillaganahalli to maruthi layout cross turn ,bangalore",28-02-2020 11:55,0,0,0,1,0,12.843536,77.5836
"NEAR PUTTENAHALLI LAKE, J.P NAGARA, Bengaluru City,",01-03-2020 17:20,0,0,0,1,0,"12°53'27.96""N.","77°35'13.79""E"
"NEAR HARISH HOUSE, SRINIVASA CHOWTRY ROAD, JARAGANAHALLI, J.P
NAGARA, Bengaluru City,",28-02-2020 20:00,0,0,0,1,0,12.899.88,77.573054
"Near Ganesh Temple, Arakere Mico Layout, Bengaluru City",01-03-2020 22:20,0,0,0,1,0,"12°54'20.87""N","77°36'1.18""E"
"No.52, 1st cross, Chunchaghta main r oad, Sharada nagar, J P Nagar 6thphase,
Bengaluru City,",07-03-2020 10:35,0,0,0,1,0,"12°53'1.51""N","77°35'24.21""E"
"Near Adigas Hotel, Panduranga Nagar, J P Nagar, Bengaluru City",28-02-2020 14:10,0,0,0,1,0,"12°53'1.51""N","77°35'24.21""E"
"IN FRONT OF BIG MARKET 24 TH MAIN, JP NAGARA, Bengaluru City,",01-03-2020 14:30,0,0,0,1,0,"12°53'14.84""N","77°35'32.82""E"
"Sancity Layout,, JP Nagara 7th Phase, Bengaluru City,",28-02-2020 01:30,0,0,0,1,0,12.885931,77.585941
"In Front Of medicle Store,, Near Doresanipalya Church, Doresanipalya, Bengaluru",05-03-2020 23:00,0,0,0,1,0,12.90903,77.58764
"Inside Vinayakanagara Forest,, VInayaka Nagara, JP NAGARA 5TH PHASE,",07-03-2020 21:10,0,0,0,1,0,12.902358,77.589837
"INSIDE HOUSE NO-67, 2ND CROSS, ARADHANA LAYOUT, ARAKERE, B.G
ROAD, Bengaluru City",06-03-2020 11:40,0,0,0,1,0,12.881791,77.588689
"NO- NILL, 3RD CROSS, JHBCS LAYOUT, BSK 2ND STAGE",03-03-2020 23:10,0,0,0,1,0,12.91241826,77.56410484
"JARAGANAHALLI PLAY GROUND, YALACHENA HALLI.",03-03-2020 23:40,0,0,0,1,0,12.89991364,77.57249095
"NEAR WER TANK, 15 F BUS STOP, KS LAYOUT",07-03-2020 20:40,0,0,0,1,0,12.90260728,77.56148874
"NEAR MUNESHWARA TEMPLE, BEHIND BLOSSOM SCHOOL, KS LAYOUT",28-02-2020 19:50,0,0,0,1,0,12.90218746,77.57262417
"NO- BACK SIDE OFF MUNESHWARE TEMPLE, KS LAYOUT, BANGLORE",01-03-2020 01:45,0,0,0,1,0,12.90218746,77.57262417
"RUDRAMMA BUILDING, GANGAMMA HOUSE, GANGADHAR NAGAR,",07-03-2020 21:10,0,0,0,1,0,12.90852035,77.57252653
"NO- 10, 6TH CROSS, ALLAMMA PRABHU ROAD, BENDRE NAGAR",05-03-2020 03:30,0,0,0,1,0,12.91412564,77.56333546
"NO- NILL, NEAR BLOSSOM SCHOOL, KS LAYOUT 1ST STAGE.",05-03-2020 22:00,0,0,0,1,0,12.90218746,77.57262417
"NO- 378, 11TH CROSS, ILIYAZ NAGAR, BANGLORE",03-03-2020 04:10,0,0,0,1,0,12.90715124,77.57065327
"NO- NILL, 7TH CROSS, BENDRE NAGAR, BANGLORE",28-02-2020 10:15,0,0,0,1,0,12.91054686,77.56074553
"NO- 05, SARABANDE PALYA, BSK",28-02-2020 01:00,0,0,0,1,0,12.91566688,77.56156532
"40 FEET ROAD KANAKA NAGAR, BANGLORE",04-03-2020 22:00,0,0,0,1,0,12.90366644,77.56746087
"NEAR IDGA MASEEDI ,RING ROAD, JP NAGAR",01-03-2020 12:00,0,0,0,1,0,12.89271943,77.56681596
"NEAR GANAGAMMA TEMPLE HARI COLONY, BANGLORE",07-03-2020 10:35,0,0,0,1,0,12.91449059,77.57210648
"NO- 467, HARI COLONY, BSK",01-03-2020 12:05,0,0,0,1,0,12.91449059,77.57210648
"NEAR MANJUNHA BAR, VISHNUVARDHAR ROAD, BSK",06-03-2020 10:10,0,0,0,1,0,12.90734054,77.57261192
"NEAR KANNADA PLAG POLE, KANAKA NAGAR,",06-03-2020 10:10,0,0,0,1,0,12.9043309,77.56846815
"NEAR OM SHAKTHI TEMPLE, KS LAYOUT",07-03-2020 20:20,0,0,0,1,0,12.90089276,77.56988137
"KANAKAPURA MAIN, YALACHENA HALLI, BANGLORE",28-02-2020 19:00,0,0,0,1,0,12.91629741,77.57079562
"NO-255, 7TH MAIN, KASHI NAGAR, YALACHENA HALLI, BANGLORE",03-03-2020 15:30,0,0,0,1,0,12.89528445,77.56621287
"NO- NILL, 23RD CROSS,NEAR LAVAKUSHA PARK, KS LAYOUT 1ST STAGE",01-03-2020 18:35,0,0,0,1,0,12.89854858,77.56966333
"NEAR MUNESHWARA BAR , KANAKAPURA MAIN, YALACHENA HALLI,",03-03-2020 22:50,0,0,0,1,0,12.89819504,77.56937533
"NEAR GARDEN BAR, KANAKAPURA MAIN, YALACHENA HALLI",03-03-2020 13:00,0,0,0,1,0,12.89880749,77.57229001
"NO- 156/1, KANAKAPURA MAIN, VIVEKANANDA COLONY, BANGLORE",01-03-2020 22:20,0,0,0,1,0,12.91249413,77.57240566
"NO- 50, 40 FEET ROAD, KANAKA NAGAR, JP NAGAR",28-02-2020 19:25,0,0,0,1,0,12.90366644,77.56746087
"NO- 8, 1ST MAIN, UMAR BAG LAYOUT",28-02-2020 21:00,0,0,0,1,0,12.89645157,77.56024331
15 F BUS STOP KS LAYOUT 2ND STAGE,05-03-2020 13:30,0,0,0,1,0,12.90260728,77.56148874
"RING ROAD KADIRENA HALLI, BANGLORE",05-03-2020 14:00,0,0,0,1,0,12.90795097,77.57098352
"PIPE LINE, NEAR BALAMURI TEMPLE, 7TH MAIN, ISRO LAYOUT",01-03-2020 16:05,0,0,0,1,0,12.90071316,77.56512395
"SMZ PARTY HALL, RING ROAD, BANGLORE",28-02-2020 19:05,0,0,0,1,0,12.9079108,77.56673681
"NO-34/1A, 17TH MAIN, KS LAYOUT",28-02-2020 22:00,0,0,0,1,0,12.91351662,77.5670477
"NO- 17/A, KRUPA MHRUSHREE, DARSHIN HOTEL, YALACHENA HALLI",28-02-2020 19:25,0,0,0,1,0,12.90089276,77.56988137
"40 FEET ROAD KANAKA NAGAR, BANGLORE",04-03-2020 08:00,0,0,0,1,0,12.9043309,77.56846815
"40 FEET ROAD KANAKA NAGAR, BANGLORE",28-02-2020 22:00,0,0,0,1,0,12.9043309,77.56846815
